1,肖申克的救赎,1994,9.7,2709418
2,霸王别姬,1993,9.6,2008375
3,阿甘正传,1994,9.5,2033401
4,泰坦尼克号,1997,9.4,1992983
5,这个杀手不太冷,1994,9.4,2175696
6,美丽人生,1997,9.6,1248394
7,千与千寻,2001,9.4,2109652
8,辛德勒的名单,1993,9.6,1041731
9,盗梦空间,2010,9.4,1945110
